User_ID,Signup_Date,City,Account_Type,KYC_Status,Trade_ID,Trade_Date,Segment,Buy_Sell,Quantity,Price,Brokerage_Fee,Trade_Value,Revenue,Cost,Profit,Leverage_Used,Margin_Call_Flag,Holding_Time_Hours
U103688,2024-03-18,Bengaluru,Basic,Verified,T703688,2024-08-24,F&O,Buy,212.84,1726.8,20.76,367532.11,20.76,11.52,9.24,7.67,No,86
U103689,2024-04-25,Chennai,Premium,Pending,T703689,2024-08-26,F&O,Sell,219.63,3100.2,18.0,680896.93,18.0,7.29,10.71,6.7,No,85
U103690,2024-01-07,Delhi,Basic,Pending,T703690,2024-08-19,Equity,Sell,223.39,798.62,10.52,178403.72,10.52,3.71,6.81,5.64,Yes,31
U103691,2024-03-28,Pune,Basic,Verified,T703691,2024-08-11,Equity,Buy,404.43,1196.17,33.54,483767.03,33.54,10.3,23.24,5.02,No,42
U103692,2024-04-10,Hyderabad,Basic,Pending,T703692,2024-07-12,Crypto,Buy,474.54,923.92,34.65,438437.0,34.65,16.1,18.55,3.15,No,95
U103693,2024-05-22,Hyderabad,Premium,Pending,T703693,2024-07-06,F&O,Sell,50.09,4169.08,49.97,208829.22,49.97,16.72,33.25,7.54,Yes,86
U103694,2024-01-17,Bengaluru,Premium,Pending,T703694,2024-06-03,Crypto,Sell,258.7,4507.64,11.58,1166126.47,11.58,4.42,7.16,1.17,No,63
U103695,2024-05-07,Mumbai,Premium,Verified,T703695,2024-06-13,Equity,Buy,133.88,2454.91,15.97,328663.35,15.97,6.3,9.67,2.72,No,110
U103696,2024-03-15,Delhi,Premium,Pending,T703696,2024-09-21,F&O,Sell,271.16,266.37,43.97,72228.89,43.97,21.24,22.73,1.31,No,15
U103697,2024-05-03,Chennai,Premium,Verified,T703697,2024-09-18,Crypto,Buy,421.73,4703.04,42.46,1983413.06,42.46,22.19,20.27,7.67,Yes,76
U103698,2024-04-15,Chennai,Premium,Verified,T703698,2024-09-14,F&O,Sell,128.6,3826.97,33.84,492148.34,33.84,18.68,15.16,1.79,No,14
U103699,2024-01-04,Kolkata,Premium,Pending,T703699,2024-07-16,Crypto,Sell,151.95,4777.31,49.02,725912.25,49.02,25.0,24.02,4.49,No,64
U103700,2024-04-21,Delhi,Basic,Verified,T703700,2024-10-09,Equity,Sell,223.67,4783.5,43.37,1069925.44,43.37,13.27,30.1,7.83,No,17
U103701,2024-03-23,Kolkata,Basic,Verified,T703701,2024-08-04,Crypto,Sell,83.47,2970.49,24.06,247946.8,24.06,10.97,13.09,7.61,Yes,81
U103702,2024-03-22,Mumbai,Basic,Verified,T703702,2024-09-21,Crypto,Buy,360.87,2708.63,18.34,977463.31,18.34,7.63,10.71,7.97,No,48
U103703,2024-03-01,Pune,Premium,Verified,T703703,2024-07-27,Crypto,Buy,313.78,726.47,14.34,227951.76,14.34,6.71,7.63,4.73,No,3
U103704,2024-03-29,Hyderabad,Basic,Pending,T703704,2024-06-21,Equity,Sell,283.37,1283.63,7.09,363742.23,7.09,3.2,3.89,5.63,No,56
U103705,2024-03-17,Chennai,Basic,Verified,T703705,2024-09-21,Crypto,Buy,424.57,3596.39,33.26,1526919.3,33.26,18.39,14.87,7.99,Yes,7
U103706,2024-03-06,Pune,Basic,Pending,T703706,2024-08-05,F&O,Sell,109.94,2850.22,39.17,313353.19,39.17,11.86,27.31,5.25,No,83
U103707,2024-01-12,Pune,Basic,Pending,T703707,2024-10-23,F&O,Sell,188.99,3318.87,6.97,627233.24,6.97,2.79,4.18,3.17,No,17
U103708,2024-05-19,Delhi,Premium,Verified,T703708,2024-07-23,Equity,Sell,381.72,1635.79,41.57,624413.76,41.57,17.12,24.45,2.37,No,102
U103709,2024-03-04,Bengaluru,Premium,Pending,T703709,2024-07-17,Equity,Sell,71.97,3217.62,34.22,231572.11,34.22,18.27,15.95,5.33,No,91
U103710,2024-04-17,Bengaluru,Basic,Pending,T703710,2024-08-28,F&O,Sell,53.79,4015.32,27.25,215984.06,27.25,14.18,13.07,2.28,No,100
U103711,2024-01-09,Hyderabad,Basic,Pending,T703711,2024-06-23,F&O,Sell,192.46,4640.96,21.1,893199.16,21.1,8.09,13.01,2.08,No,85
U103712,2024-05-15,Pune,Basic,Verified,T703712,2024-10-06,Crypto,Sell,491.04,427.95,17.23,210140.57,17.23,6.49,10.74,7.23,No,53
U103713,2024-02-14,Mumbai,Basic,Verified,T703713,2024-07-04,Equity,Sell,221.49,3507.69,28.58,776918.26,28.58,12.42,16.16,3.81,No,9
U103714,2024-05-28,Mumbai,Premium,Verified,T703714,2024-07-30,Crypto,Buy,17.89,3291.55,43.58,58885.83,43.58,15.75,27.83,7.11,No,33
U103715,2024-02-04,Chennai,Basic,Verified,T703715,2024-10-08,Equity,Buy,465.89,3104.5,35.3,1446355.5,35.3,20.87,14.43,6.37,Yes,23
U103716,2024-04-26,Pune,Basic,Pending,T703716,2024-07-24,Equity,Buy,172.15,2234.96,11.14,384748.36,11.14,5.59,5.55,7.33,Yes,102
U103717,2024-03-29,Chennai,Basic,Verified,T703717,2024-10-15,Equity,Buy,123.87,769.38,42.2,95303.1,42.2,22.43,19.77,1.81,No,65
U103718,2024-02-12,Delhi,Basic,Verified,T703718,2024-07-02,F&O,Sell,467.13,3325.53,18.47,1553454.83,18.47,7.88,10.59,1.58,No,50
U103719,2024-02-09,Chennai,Basic,Pending,T703719,2024-10-23,Equity,Buy,333.25,614.96,36.67,204935.42,36.67,17.82,18.85,1.1,No,1
U103720,2024-02-25,Bengaluru,Basic,Verified,T703720,2024-07-30,Equity,Sell,157.57,3787.12,23.68,596736.5,23.68,8.1,15.58,5.85,Yes,24
U103721,2024-05-26,Mumbai,Premium,Verified,T703721,2024-06-25,Crypto,Buy,346.88,1491.91,9.68,517513.74,9.68,3.84,5.84,6.52,Yes,8
U103722,2024-03-05,Chennai,Premium,Pending,T703722,2024-07-15,F&O,Buy,115.73,571.81,17.47,66175.57,17.47,7.58,9.89,4.29,No,70
U103723,2024-04-08,Kolkata,Premium,Verified,T703723,2024-08-08,F&O,Sell,395.26,304.81,22.76,120479.2,22.76,9.57,13.19,4.55,No,87
U103724,2024-02-16,Chennai,Basic,Pending,T703724,2024-09-04,Equity,Buy,67.14,3679.36,38.84,247032.23,38.84,12.69,26.15,2.6,No,120
U103725,2024-02-23,Hyderabad,Premium,Pending,T703725,2024-06-02,F&O,Sell,298.43,3061.58,38.35,913667.32,38.35,21.3,17.05,4.57,No,118
U103726,2024-02-28,Chennai,Basic,Verified,T703726,2024-10-06,F&O,Sell,82.82,2527.11,24.95,209295.25,24.95,13.92,11.03,7.58,No,57
U103727,2024-02-24,Pune,Basic,Pending,T703727,2024-10-27,Crypto,Sell,136.58,1594.02,18.07,217711.25,18.07,10.74,7.33,4.45,No,98
U103728,2024-03-10,Pune,Basic,Pending,T703728,2024-09-30,Equity,Buy,408.48,4005.1,11.31,1636003.25,11.31,3.64,7.67,6.63,Yes,18
U103729,2024-01-31,Mumbai,Basic,Verified,T703729,2024-08-08,F&O,Buy,279.03,4393.98,8.5,1226052.24,8.5,5.01,3.49,2.71,No,93
U103730,2024-01-06,Chennai,Basic,Pending,T703730,2024-06-09,Crypto,Buy,382.97,1289.22,26.37,493732.58,26.37,14.4,11.97,3.34,No,34
U103731,2024-03-25,Delhi,Basic,Pending,T703731,2024-10-10,Equity,Buy,42.49,4068.18,40.35,172856.97,40.35,17.63,22.72,6.16,No,60
U103732,2024-03-25,Hyderabad,Premium,Pending,T703732,2024-08-28,F&O,Sell,48.56,4815.94,35.11,233862.05,35.11,10.56,24.55,2.08,No,86
U103733,2024-04-15,Mumbai,Basic,Verified,T703733,2024-07-22,Crypto,Buy,184.37,1102.08,9.69,203190.49,9.69,5.74,3.95,1.65,No,36
U103734,2024-03-02,Chennai,Basic,Verified,T703734,2024-07-25,Crypto,Sell,129.56,4447.37,16.35,576201.26,16.35,5.93,10.42,6.7,Yes,94
U103735,2024-02-17,Kolkata,Basic,Pending,T703735,2024-06-16,Crypto,Sell,307.71,1204.46,28.24,370624.39,28.24,15.52,12.72,5.55,Yes,12
U103736,2024-02-23,Chennai,Premium,Verified,T703736,2024-09-18,F&O,Sell,287.13,2009.03,32.42,576852.78,32.42,12.17,20.25,4.39,No,30
U103737,2024-03-31,Hyderabad,Premium,Verified,T703737,2024-08-05,Equity,Sell,113.82,1582.42,47.52,180111.04,47.52,23.24,24.28,3.69,No,100
U103738,2024-02-26,Hyderabad,Basic,Pending,T703738,2024-10-05,Equity,Buy,94.68,1556.31,17.87,147351.43,17.87,7.34,10.53,1.21,No,64
U103739,2024-02-23,Chennai,Premium,Verified,T703739,2024-09-29,F&O,Sell,380.32,1010.22,41.64,384206.87,41.64,17.49,24.15,7.22,Yes,79
U103740,2024-01-14,Mumbai,Basic,Pending,T703740,2024-09-17,Crypto,Sell,440.22,910.92,31.0,401005.2,31.0,16.21,14.79,5.41,No,84
U103741,2024-01-05,Delhi,Premium,Pending,T703741,2024-10-03,Equity,Buy,138.77,2602.01,22.56,361080.93,22.56,10.4,12.16,7.84,Yes,58
U103742,2024-02-29,Hyderabad,Premium,Verified,T703742,2024-06-10,F&O,Sell,389.35,467.76,35.34,182122.36,35.34,16.67,18.67,5.73,Yes,94
U103743,2024-01-19,Kolkata,Basic,Verified,T703743,2024-07-31,Equity,Sell,200.44,2727.08,33.96,546615.92,33.96,16.38,17.58,7.71,Yes,83
U103744,2024-04-09,Bengaluru,Premium,Pending,T703744,2024-07-07,Crypto,Buy,436.96,1145.46,31.62,500520.2,31.62,15.12,16.5,2.45,No,43
U103745,2024-03-06,Mumbai,Basic,Pending,T703745,2024-08-10,F&O,Buy,168.29,1031.36,24.02,173567.57,24.02,8.56,15.46,1.56,No,42
U103746,2024-04-20,Kolkata,Premium,Verified,T703746,2024-09-27,Crypto,Sell,174.77,823.6,41.87,143940.57,41.87,13.21,28.66,7.56,No,18
U103747,2024-05-17,Mumbai,Premium,Verified,T703747,2024-09-24,Crypto,Sell,8.24,144.53,22.92,1190.93,22.92,10.34,12.58,3.13,No,5
U103748,2024-02-13,Delhi,Premium,Pending,T703748,2024-09-21,F&O,Sell,291.28,2318.82,20.49,675425.89,20.49,12.23,8.26,4.3,No,48
U103749,2024-04-06,Pune,Basic,Verified,T703749,2024-10-11,Crypto,Buy,458.07,397.61,19.98,182133.21,19.98,7.4,12.58,6.26,Yes,99
U103750,2024-01-03,Pune,Premium,Pending,T703750,2024-07-17,Crypto,Sell,437.65,1829.12,43.2,800514.37,43.2,15.15,28.05,2.52,No,107
U103751,2024-01-30,Bengaluru,Premium,Pending,T703751,2024-10-19,F&O,Sell,318.21,3564.49,29.3,1134256.36,29.3,10.35,18.95,1.51,No,39
U103752,2024-03-08,Bengaluru,Premium,Verified,T703752,2024-10-10,F&O,Sell,354.73,1333.56,20.08,473053.74,20.08,11.11,8.97,2.68,No,5
U103753,2024-01-08,Delhi,Basic,Pending,T703753,2024-10-17,F&O,Sell,170.13,73.99,27.94,12587.92,27.94,12.22,15.72,6.37,Yes,115
U103754,2024-04-19,Kolkata,Premium,Pending,T703754,2024-08-01,F&O,Buy,343.36,1574.61,16.38,540658.09,16.38,9.09,7.29,5.61,Yes,104
U103755,2024-02-20,Hyderabad,Basic,Verified,T703755,2024-09-07,Crypto,Sell,376.66,1429.99,42.24,538620.03,42.24,13.11,29.13,4.68,No,108
U103756,2024-01-25,Pune,Premium,Verified,T703756,2024-08-09,Equity,Sell,192.37,472.72,26.43,90937.15,26.43,12.48,13.95,7.28,Yes,33
U103757,2024-02-15,Bengaluru,Premium,Verified,T703757,2024-08-17,F&O,Buy,475.25,4902.54,34.75,2329932.13,34.75,17.69,17.06,1.61,No,73
U103758,2024-03-04,Chennai,Basic,Pending,T703758,2024-08-27,F&O,Buy,94.44,1176.01,16.35,111062.38,16.35,6.43,9.92,2.19,No,3
U103759,2024-04-19,Mumbai,Basic,Pending,T703759,2024-10-08,F&O,Sell,344.4,3493.29,29.3,1203089.08,29.3,17.02,12.28,1.99,No,87
U103760,2024-02-12,Mumbai,Basic,Verified,T703760,2024-06-07,Crypto,Buy,438.27,4307.3,47.71,1887760.37,47.71,17.44,30.27,1.11,No,3
U103761,2024-03-27,Bengaluru,Premium,Verified,T703761,2024-10-05,Equity,Buy,484.56,2621.0,16.3,1270031.76,16.3,9.65,6.65,7.34,Yes,44
U103762,2024-01-31,Kolkata,Premium,Verified,T703762,2024-08-07,Equity,Buy,353.98,3963.59,49.33,1403031.59,49.33,16.56,32.77,6.84,No,9
U103763,2024-03-04,Mumbai,Basic,Pending,T703763,2024-07-09,F&O,Buy,339.76,1905.18,15.28,647303.96,15.28,8.82,6.46,1.59,No,103
U103764,2024-04-15,Chennai,Basic,Pending,T703764,2024-10-14,Crypto,Sell,366.0,3679.19,16.91,1346583.54,16.91,9.66,7.25,1.41,No,61
U103765,2024-02-13,Mumbai,Basic,Pending,T703765,2024-06-10,F&O,Sell,160.54,1120.07,25.29,179816.04,25.29,9.42,15.87,3.91,No,25
U103766,2024-03-15,Kolkata,Premium,Pending,T703766,2024-07-05,F&O,Buy,363.23,2746.31,10.08,997542.18,10.08,3.57,6.51,7.2,No,37
U103767,2024-02-11,Bengaluru,Basic,Pending,T703767,2024-09-02,Equity,Buy,89.21,480.23,26.83,42841.32,26.83,8.06,18.77,7.13,Yes,21
U103768,2024-03-02,Chennai,Basic,Pending,T703768,2024-07-28,F&O,Buy,356.21,4993.45,17.46,1778716.82,17.46,6.81,10.65,4.44,No,87
U103769,2024-05-29,Pune,Premium,Pending,T703769,2024-07-17,F&O,Sell,212.04,4674.73,42.4,991229.75,42.4,18.46,23.94,2.01,No,53
U103770,2024-04-21,Chennai,Premium,Pending,T703770,2024-08-24,Equity,Buy,161.4,1915.93,25.8,309231.1,25.8,11.7,14.1,7.84,Yes,58
U103771,2024-02-29,Kolkata,Premium,Pending,T703771,2024-10-02,F&O,Sell,303.23,1177.26,29.22,356980.55,29.22,12.25,16.97,1.76,No,51
U103772,2024-04-30,Chennai,Basic,Verified,T703772,2024-08-12,F&O,Sell,234.92,444.95,9.47,104527.65,9.47,3.73,5.74,5.86,Yes,55
U103773,2024-05-20,Delhi,Basic,Verified,T703773,2024-07-17,F&O,Sell,16.08,4974.75,37.48,79993.98,37.48,15.47,22.01,3.13,No,20
U103774,2024-03-04,Hyderabad,Basic,Pending,T703774,2024-10-02,Crypto,Sell,327.09,581.89,20.73,190330.4,20.73,6.64,14.09,3.22,No,27
U103775,2024-01-04,Chennai,Basic,Pending,T703775,2024-06-06,Crypto,Sell,159.25,257.7,37.19,41038.72,37.19,16.09,21.1,5.75,Yes,11
U103776,2024-02-25,Kolkata,Basic,Verified,T703776,2024-06-16,Equity,Buy,490.73,2784.77,40.56,1366570.18,40.56,16.17,24.39,7.55,Yes,118
U103777,2024-04-19,Chennai,Premium,Verified,T703777,2024-07-16,Crypto,Buy,316.33,405.45,27.61,128256.0,27.61,13.17,14.44,6.79,Yes,109
U103778,2024-02-27,Mumbai,Premium,Pending,T703778,2024-07-07,F&O,Sell,175.52,329.64,34.65,57858.41,34.65,11.24,23.41,7.2,Yes,97
U103779,2024-02-22,Delhi,Premium,Verified,T703779,2024-08-12,F&O,Buy,465.62,4541.54,34.29,2114631.85,34.29,12.12,22.17,4.15,No,101
U103780,2024-01-09,Pune,Premium,Verified,T703780,2024-09-17,F&O,Buy,68.63,444.16,26.44,30482.7,26.44,10.83,15.61,3.96,No,10
U103781,2024-03-19,Chennai,Premium,Pending,T703781,2024-09-01,Crypto,Buy,276.14,1566.83,18.5,432664.44,18.5,10.81,7.69,4.03,No,51
U103782,2024-05-18,Bengaluru,Premium,Pending,T703782,2024-08-07,F&O,Buy,297.54,3347.15,23.84,995911.01,23.84,11.48,12.36,3.33,No,7
U103783,2024-02-09,Bengaluru,Basic,Verified,T703783,2024-10-24,F&O,Sell,440.75,3580.35,40.3,1578039.26,40.3,20.86,19.44,2.11,No,92
U103784,2024-03-15,Delhi,Basic,Pending,T703784,2024-10-24,F&O,Sell,131.47,2388.45,18.26,314009.52,18.26,9.21,9.05,5.74,Yes,106
U103785,2024-04-19,Mumbai,Premium,Pending,T703785,2024-09-11,F&O,Sell,291.17,3521.61,14.28,1025387.18,14.28,5.09,9.19,4.67,No,66
U103786,2024-04-29,Pune,Basic,Pending,T703786,2024-06-17,F&O,Buy,401.87,3888.41,15.25,1562635.33,15.25,7.99,7.26,2.59,No,98
U103787,2024-04-27,Delhi,Premium,Pending,T703787,2024-10-11,F&O,Sell,395.26,2606.25,14.85,1030146.38,14.85,6.55,8.3,2.59,No,39
U103788,2024-05-09,Mumbai,Premium,Verified,T703788,2024-07-24,Crypto,Sell,22.25,1904.14,17.24,42367.12,17.24,7.75,9.49,6.58,Yes,8
U103789,2024-03-25,Hyderabad,Basic,Verified,T703789,2024-07-16,Equity,Buy,43.42,2524.82,44.98,109627.68,44.98,20.21,24.77,5.06,No,97
U103790,2024-05-27,Pune,Basic,Pending,T703790,2024-09-15,Crypto,Sell,312.58,4045.55,23.07,1264558.02,23.07,10.66,12.41,1.47,No,75
U103791,2024-05-25,Pune,Basic,Pending,T703791,2024-10-09,Crypto,Sell,72.31,3828.47,7.33,276836.67,7.33,3.74,3.59,4.68,No,106
U103792,2024-05-23,Chennai,Premium,Verified,T703792,2024-08-22,F&O,Buy,141.84,2517.69,45.91,357109.15,45.91,26.9,19.01,3.25,No,25
U103793,2024-02-14,Chennai,Basic,Verified,T703793,2024-08-24,Crypto,Sell,163.54,3930.37,44.36,642772.71,44.36,15.3,29.06,2.01,No,51
U103794,2024-05-20,Kolkata,Premium,Pending,T703794,2024-09-06,Equity,Sell,48.36,1845.91,39.46,89268.21,39.46,19.07,20.39,4.14,No,56
U103795,2024-05-10,Bengaluru,Premium,Pending,T703795,2024-09-04,Equity,Sell,447.16,408.51,30.86,182669.33,30.86,12.65,18.21,5.01,No,96
U103796,2024-03-09,Pune,Basic,Pending,T703796,2024-06-10,Equity,Buy,484.33,2224.08,19.82,1077188.67,19.82,7.53,12.29,7.91,Yes,42
U103797,2024-02-27,Mumbai,Premium,Pending,T703797,2024-05-31,Crypto,Sell,130.58,2529.74,37.33,330333.45,37.33,13.46,23.87,4.64,No,73
U103798,2024-02-21,Bengaluru,Premium,Pending,T703798,2024-10-01,F&O,Buy,84.48,1259.75,43.17,106423.68,43.17,23.23,19.94,2.43,No,92
U103799,2024-02-15,Chennai,Basic,Pending,T703799,2024-06-22,F&O,Buy,317.37,725.02,5.85,230099.6,5.85,2.51,3.34,7.06,Yes,97
U103800,2024-05-03,Bengaluru,Premium,Verified,T703800,2024-07-11,Crypto,Buy,292.62,1598.45,7.53,467738.44,7.53,3.53,4.0,4.19,No,23
U103801,2024-04-02,Bengaluru,Basic,Verified,T703801,2024-10-09,Equity,Buy,356.88,4983.24,38.43,1778418.69,38.43,19.16,19.27,1.24,No,115
U103802,2024-03-05,Hyderabad,Basic,Verified,T703802,2024-09-19,F&O,Sell,438.96,4079.2,10.13,1790605.63,10.13,3.39,6.74,5.12,No,10
U103803,2024-02-21,Mumbai,Basic,Verified,T703803,2024-10-26,F&O,Sell,194.58,829.35,9.66,161374.92,9.66,3.7,5.96,4.91,No,87
U103804,2024-03-14,Kolkata,Premium,Verified,T703804,2024-10-21,Equity,Buy,49.97,985.69,27.29,49254.93,27.29,11.56,15.73,1.83,No,106
U103805,2024-03-31,Pune,Basic,Verified,T703805,2024-06-25,Crypto,Sell,247.55,4719.63,48.6,1168344.41,48.6,27.03,21.57,4.63,No,119
U103806,2024-01-27,Hyderabad,Basic,Verified,T703806,2024-07-01,Crypto,Sell,80.72,2375.61,47.81,191759.24,47.81,18.03,29.78,4.39,No,108
U103807,2024-04-07,Kolkata,Premium,Verified,T703807,2024-09-27,Equity,Sell,461.87,4872.76,36.95,2250581.66,36.95,11.65,25.3,3.99,No,94
U103808,2024-01-11,Pune,Basic,Verified,T703808,2024-09-24,Crypto,Buy,32.96,1611.73,44.7,53122.62,44.7,26.62,18.08,4.4,No,16
U103809,2024-05-08,Chennai,Basic,Pending,T703809,2024-08-25,Crypto,Sell,74.81,234.5,27.85,17542.94,27.85,14.17,13.68,6.68,Yes,26
U103810,2024-05-23,Kolkata,Premium,Pending,T703810,2024-06-02,F&O,Sell,124.57,702.5,18.63,87510.42,18.63,6.05,12.58,2.63,No,46
U103811,2024-02-02,Chennai,Basic,Pending,T703811,2024-08-06,F&O,Sell,296.46,1460.04,45.36,432843.46,45.36,15.25,30.11,2.3,No,7
U103812,2024-03-09,Pune,Basic,Pending,T703812,2024-10-23,F&O,Buy,356.94,4765.92,11.41,1701147.48,11.41,4.39,7.02,3.28,No,34
U103813,2024-01-01,Bengaluru,Basic,Verified,T703813,2024-07-31,Equity,Buy,432.38,3534.62,31.35,1528299.0,31.35,12.11,19.24,6.33,Yes,9
U103814,2024-01-21,Chennai,Premium,Verified,T703814,2024-07-11,Crypto,Buy,413.72,2092.43,24.42,865680.14,24.42,8.41,16.01,4.43,No,96
U103815,2024-05-30,Chennai,Premium,Pending,T703815,2024-09-30,Equity,Buy,3.93,2005.13,15.16,7880.16,15.16,5.62,9.54,4.56,No,91
U103816,2024-03-17,Hyderabad,Basic,Pending,T703816,2024-08-29,Equity,Buy,373.38,4479.12,13.61,1672413.83,13.61,7.12,6.49,1.19,No,92
U103817,2024-01-22,Kolkata,Premium,Pending,T703817,2024-09-17,F&O,Sell,359.17,2200.31,11.92,790285.34,11.92,4.98,6.94,1.38,No,103
U103818,2024-03-20,Bengaluru,Premium,Pending,T703818,2024-10-25,F&O,Sell,249.58,1558.62,46.51,389000.38,46.51,27.6,18.91,1.26,No,8
U103819,2024-01-05,Pune,Premium,Verified,T703819,2024-08-06,F&O,Sell,93.51,1071.31,23.43,100178.2,23.43,8.71,14.72,4.7,No,118
U103820,2024-01-20,Hyderabad,Basic,Verified,T703820,2024-06-28,Crypto,Sell,24.04,4690.58,20.11,112761.54,20.11,11.35,8.76,6.5,Yes,117
U103821,2024-04-29,Bengaluru,Basic,Pending,T703821,2024-07-11,Crypto,Buy,85.5,1824.15,29.47,155964.83,29.47,12.1,17.37,3.57,No,8
U103822,2024-03-02,Chennai,Basic,Verified,T703822,2024-07-04,Equity,Buy,400.43,4412.89,44.24,1767053.54,44.24,16.5,27.74,6.95,No,45
U103823,2024-05-14,Kolkata,Premium,Pending,T703823,2024-07-12,Equity,Buy,84.42,3930.5,8.23,331812.81,8.23,3.93,4.3,1.53,No,44
U103824,2024-01-12,Chennai,Premium,Pending,T703824,2024-08-07,Crypto,Buy,234.16,2354.79,8.39,551397.63,8.39,3.24,5.15,2.08,No,46
U103825,2024-04-30,Mumbai,Basic,Pending,T703825,2024-06-29,Equity,Sell,12.73,3169.91,5.81,40352.95,5.81,2.16,3.65,5.26,No,34
U103826,2024-05-10,Chennai,Premium,Pending,T703826,2024-07-01,Crypto,Sell,149.36,4264.75,39.95,636983.06,39.95,21.85,18.1,4.09,No,31
U103827,2024-04-02,Delhi,Premium,Pending,T703827,2024-07-29,Crypto,Sell,431.19,2783.58,47.25,1200251.86,47.25,25.82,21.43,3.59,No,8
U103828,2024-05-06,Delhi,Premium,Verified,T703828,2024-06-21,F&O,Sell,387.17,4271.13,13.19,1653653.4,13.19,4.73,8.46,7.76,Yes,5
U103829,2024-04-13,Kolkata,Premium,Verified,T703829,2024-06-22,Crypto,Buy,22.24,4292.41,13.82,95463.2,13.82,5.08,8.74,2.15,No,46
U103830,2024-04-05,Chennai,Basic,Pending,T703830,2024-10-26,Equity,Sell,386.04,3772.77,44.15,1456440.13,44.15,21.39,22.76,2.22,No,36
U103831,2024-01-09,Mumbai,Basic,Pending,T703831,2024-06-30,F&O,Buy,134.62,4017.55,36.06,540842.58,36.06,12.1,23.96,1.97,No,4
U103832,2024-04-22,Bengaluru,Premium,Pending,T703832,2024-06-11,F&O,Buy,15.36,1498.13,47.14,23011.28,47.14,20.17,26.97,1.17,No,76
U103833,2024-05-18,Chennai,Premium,Verified,T703833,2024-08-08,Crypto,Sell,344.97,3158.34,41.16,1089532.55,41.16,12.64,28.52,4.16,No,97
U103834,2024-01-29,Kolkata,Premium,Verified,T703834,2024-08-27,Equity,Buy,119.71,2378.04,20.94,284675.17,20.94,9.52,11.42,6.08,Yes,76
U103835,2024-02-05,Mumbai,Basic,Pending,T703835,2024-09-11,Crypto,Sell,492.46,2244.47,26.41,1105311.7,26.41,15.77,10.64,7.37,Yes,116
U103836,2024-04-11,Hyderabad,Basic,Pending,T703836,2024-08-24,Crypto,Sell,257.09,4586.91,35.14,1179248.69,35.14,15.98,19.16,6.16,Yes,92
U103837,2024-01-18,Bengaluru,Premium,Pending,T703837,2024-10-14,Crypto,Buy,222.67,792.81,20.67,176535.0,20.67,8.12,12.55,6.86,Yes,84
U103838,2024-04-20,Pune,Basic,Pending,T703838,2024-06-02,Crypto,Sell,320.04,257.11,28.96,82285.48,28.96,15.44,13.52,4.88,No,102
U103839,2024-01-27,Mumbai,Basic,Verified,T703839,2024-09-10,F&O,Sell,206.59,1573.72,35.84,325114.81,35.84,14.5,21.34,3.18,No,103
U103840,2024-03-20,Chennai,Basic,Verified,T703840,2024-08-07,Equity,Sell,290.65,266.87,11.18,77565.77,11.18,4.71,6.47,7.93,Yes,120
U103841,2024-04-01,Pune,Premium,Pending,T703841,2024-07-17,Equity,Sell,101.16,3981.82,36.25,402800.91,36.25,19.03,17.22,1.51,No,75
U103842,2024-02-20,Pune,Premium,Verified,T703842,2024-08-28,F&O,Sell,76.68,3552.09,46.24,272374.26,46.24,25.39,20.85,4.46,No,34
U103843,2024-03-02,Mumbai,Premium,Pending,T703843,2024-10-15,Crypto,Sell,346.52,3928.31,34.51,1361237.98,34.51,11.85,22.66,1.64,No,117
U103844,2024-05-01,Chennai,Premium,Verified,T703844,2024-10-18,Crypto,Sell,347.58,3352.71,8.67,1165334.94,8.67,3.82,4.85,2.6,No,73
U103845,2024-04-16,Mumbai,Basic,Verified,T703845,2024-08-15,Crypto,Sell,335.91,125.14,7.13,42035.78,7.13,3.07,4.06,1.85,No,101
U103846,2024-04-26,Pune,Basic,Pending,T703846,2024-10-14,F&O,Sell,220.01,4654.97,12.56,1024139.95,12.56,6.81,5.75,1.54,No,84
U103847,2024-02-07,Pune,Premium,Verified,T703847,2024-08-05,Crypto,Sell,221.74,2016.36,38.56,447107.67,38.56,16.12,22.44,2.14,No,42
U103848,2024-05-09,Mumbai,Premium,Pending,T703848,2024-09-30,Equity,Buy,39.24,1766.6,30.98,69321.38,30.98,13.82,17.16,2.63,No,2
U103849,2024-05-03,Pune,Premium,Pending,T703849,2024-07-29,F&O,Sell,257.75,4347.36,24.05,1120532.04,24.05,11.8,12.25,4.82,No,50
U103850,2024-01-11,Chennai,Basic,Verified,T703850,2024-10-03,Crypto,Buy,139.23,2553.38,33.72,355507.1,33.72,13.84,19.88,1.42,No,82
U103851,2024-03-28,Kolkata,Basic,Verified,T703851,2024-07-25,F&O,Sell,404.87,3411.32,40.53,1381141.13,40.53,12.22,28.31,2.3,No,33
U103852,2024-05-11,Kolkata,Basic,Verified,T703852,2024-07-09,Equity,Buy,435.97,4893.89,49.45,2133589.22,49.45,25.42,24.03,5.46,No,23
U103853,2024-03-11,Kolkata,Basic,Pending,T703853,2024-05-31,F&O,Buy,18.92,833.84,20.06,15776.25,20.06,9.8,10.26,6.57,Yes,100
U103854,2024-02-05,Pune,Basic,Verified,T703854,2024-08-12,Equity,Buy,75.57,2621.48,16.69,198105.24,16.69,9.3,7.39,2.8,No,90
U103855,2024-02-17,Chennai,Premium,Pending,T703855,2024-08-14,F&O,Sell,189.24,4210.15,36.74,796728.79,36.74,18.29,18.45,1.44,No,54
